subject_id,prompt,neg_prompt,gt_image_path,ip_embed_path
subj01,A group of men sitting at desks with computers.,,hdf5_index_411,
subj01,A baseball player swinging a bat towards a ball.,,hdf5_index_412,
subj01,A woman sitting on a chair next to a man.,,hdf5_index_413,
subj01,A happy man wearing a plaid shirt and holding a red umbrella.,,hdf5_index_414,
subj01,a person riding a surf board behind a boat,,hdf5_index_415,
subj01,A white toilet in a restroom under a counter.,,hdf5_index_416,
subj01,Two women standing in living room with mess and controllers,,hdf5_index_417,
subj01,A horse in a penn standing on a farm as the sun sets.,,hdf5_index_418,
subj01,a person riding a skate board on a skate park,,hdf5_index_419,
subj01,A giraffe with its eyes half closed near a tree branch.,,hdf5_index_420,
subj01,the batter is ready to hit the ball,,hdf5_index_421,
subj01,A man stands in front of an airport with many airliners on it.,,hdf5_index_422,
subj01,A woman opening a refrigerator door in a kitchen.,,hdf5_index_423,
subj01,"A plate with a sandwich,friends and vegetable salad.",,hdf5_index_424,
subj01,One light brown cow with hay in it's mouth.,,hdf5_index_425,
subj01,One light brown cow with hay in it's mouth.,,hdf5_index_426,
subj01,A boy hitting a tennis ball with a racquet.,,hdf5_index_427,
subj01,a big  field with a bunch of animals in it,,hdf5_index_428,
subj01,A room with a circle in it's center surrounded by chair.,,hdf5_index_429,
subj01,a little cat house in the yard with a kitty sitting in it. ,,hdf5_index_430,
subj01,A group of airplanes in the sky in formation. ,,hdf5_index_431,
subj01,a couple of people playing with a throwing disc in a park.,,hdf5_index_432,
subj01,Two plastic containers filled with food sitting on top of a table.,,hdf5_index_433,
subj01,A brown dog on a bed looking towards a bright window.,,hdf5_index_434,
subj01,Two young girls in sundresses under an umbrella.,,hdf5_index_435,
subj01,A group of men standing on the deck of ship next to three small boats filled with men.,,hdf5_index_436,
subj01,A group of people sitting and laying on top of a beach.,,hdf5_index_437,
subj01,a group of skiers are in a line and racing,,hdf5_index_438,
subj01,cups and saucers filled with soups and vegetables on a table,,hdf5_index_439,
subj01,A group of men riding bikes down a city street.,,hdf5_index_440,
subj01,A couple of with bottles in a room.,,hdf5_index_441,
subj01,Two baseball players holding trophies while standing on the field. ,,hdf5_index_442,
subj01,A portion of a road has been closed off in both directions.,,hdf5_index_443,
subj01,A man holding a cell phone in his hand.,,hdf5_index_444,
subj01,The group of people are on the beach flying kites. ,,hdf5_index_445,
subj01,A crowd of people standing next to each other.,,hdf5_index_446,
subj01,A group of cows on a grassy field.,,hdf5_index_447,
subj01,a man shaking the hand of a man in a wheel chair ,,hdf5_index_448,
subj01,a cake with some cream on it put on a wooden table,,hdf5_index_449,
subj01,A zebra laying on top of a cement ground.,,hdf5_index_450,
subj01,A bus drives down the street in a residential area. ,,hdf5_index_451,
subj01,A man riding down a street on a bike holding a surfboard.,,hdf5_index_452,
subj01,There is a clock with a glass front door,,hdf5_index_453,
subj01,Two tall giraffe standing next to each other.,,hdf5_index_454,
subj01,Two people sitting at a table holding shot glasses.,,hdf5_index_455,
subj01,Two donuts sitting on a brown paper wrapper.,,hdf5_index_456,
subj01,A large white jetliner sitting on top of an airport runway.,,hdf5_index_457,
subj01,A paper plate topped with two pieces of cake.,,hdf5_index_458,
subj01,A set of high heels placed in a luxury tote bag,,hdf5_index_459,
subj01,"There is a sandwich, french fries and pickle sitting on a plate.",,hdf5_index_460,
subj01,A bathroom that has a toilet and a trash can in it.,,hdf5_index_461,
subj01,a grey cat sitting by a round mirror,,hdf5_index_462,
subj01,A woman putting salt on her food at a dining table outside in a restaurant. ,,hdf5_index_463,
subj01,Man riding a snow board down a long slick area.,,hdf5_index_464,
subj01,"A kitchen complete with a microwave, sink, and dishwasher.",,hdf5_index_465,
subj01,a man with a racket hits a tennis ball ,,hdf5_index_466,
subj01,a stuffed monkey leaning against a laptop computer,,hdf5_index_467,
subj01,A red two story bus drives down the street. ,,hdf5_index_468,
subj01,A church with a clock below it's roof and a tower with a weather vein.,,hdf5_index_469,
subj01,a tennis player rushing to the net to hit the ball,,hdf5_index_470,
subj01,A man walking with a young boy on top of a cement area.,,hdf5_index_471,
subj01,a kitchen with a refrigerator a counter with chairs,,hdf5_index_472,
subj01,A person looking over the water at large boats.,,hdf5_index_473,
subj01,A horse standing on top of a grass covered hillside.,,hdf5_index_474,
subj01,The bus is parked near a old trailer with lights hanging above.,,hdf5_index_475,
subj01,A man and woman sit on a tree branch as a man looks on. ,,hdf5_index_476,
subj01,A black cat is sitting on a suitcase looking up.,,hdf5_index_477,
subj01,A woman with glasses drying her hair with a blowdryer.,,hdf5_index_478,
subj01,a dog that's been playing in the water,,hdf5_index_479,
subj01,a man with a racket hits a tennis ball ,,hdf5_index_480,
subj01,Two baseball players holding trophies while standing on the field. ,,hdf5_index_481,
subj01,A man standing on top of a baseball field wearing a catchers mitt.,,hdf5_index_482,
subj01,A wooden floor with a parking meter and trees.,,hdf5_index_483,
subj01,The farmers are attempting to sell their products at market.,,hdf5_index_484,
subj01,A brown desk with a wooden chair in a classroom.,,hdf5_index_485,
subj01,A chocolate dessert on a white plate near a beverage.,,hdf5_index_486,
subj01,Two giraffe are standing close together in wet sand.,,hdf5_index_487,
subj01,"A plate with a sandwich,friends and vegetable salad.",,hdf5_index_488,
subj01,Two donuts sitting on a brown paper wrapper.,,hdf5_index_489,
subj01,a man standing near the top of a snowy mountain on a somewhat cloudy day,,hdf5_index_490,
subj01,"A baseball player is running into home base, seen fro the stands.",,hdf5_index_491,
subj01,A street is shown with cars travelling down it.,,hdf5_index_492,
subj01,A woman catching a Frisbee in a black and white photo.,,hdf5_index_493,
subj01,A toddler wearing a jacket holds a large red umbrella.,,hdf5_index_494,
subj01,A beautiful bride standing next to a her husband as they cut their cake.,,hdf5_index_495,
subj01,A white van parked in front of a tall brown brick building.,,hdf5_index_496,
subj01,Pink lunch box with compartments for all types of food,,hdf5_index_497,
subj01,A woman wearing skis with her black dog in he snow.,,hdf5_index_498,
subj01,Asian paper parasols open on a lawn at a busy yard sale.,,hdf5_index_499,
subj01,a man standing near the top of a snowy mountain on a somewhat cloudy day,,hdf5_index_500,
subj01,A herd of sheep grazing on a green grass pasture.,,hdf5_index_501,
subj01,An orange and gray bus driving across a rain soaked road.,,hdf5_index_502,
subj01,A bathroom with a bunch of white tiles in it.,,hdf5_index_503,
subj01,A commercial bathroom with a baby changing station,,hdf5_index_504,
subj01,Children playing in a soccer competition on a grass field.,,hdf5_index_505,
subj01,A vintage photograph of women in old style swimsuits and one in a dress. ,,hdf5_index_506,
subj01,A dog that is standing up with a frisbee.,,hdf5_index_507,
subj01,Two plastic containers filled with food sitting on top of a table.,,hdf5_index_508,
subj01,A group of motorcycles are parked on the side of the street.,,hdf5_index_509,
subj01,A hot dog with some white sauce on the top,,hdf5_index_510,
subj01,A wooden shelf in a store filled with fresh fruits.,,hdf5_index_511,
subj01,A herd of animals eating food inside of a pen.,,hdf5_index_512,
subj01,A bench in front of flowers at night,,hdf5_index_513,
subj01,A group of men riding on he backs of horses.,,hdf5_index_514,
subj01,Corner desk with multiple computer monitors and desktop.,,hdf5_index_515,
subj01,There is a man surfing along in the water.,,hdf5_index_516,
subj01,a female is standing on a black couch with a video game controller,,hdf5_index_517,
subj01,A man wearing skis posting for a picture at night in the snow.,,hdf5_index_518,
subj01,A yellow and gray train parked at a train station.,,hdf5_index_519,
subj01,A very large elephant reaching its trunk out to a crowd.,,hdf5_index_520,
subj01,A train traveling past a row of four smoke stacks.,,hdf5_index_521,
subj01,A helicopter docked in a warehouse with a plane outside.,,hdf5_index_522,
subj01,A room that has a kitchen and a shelf with glasses and different alcoholic drinks on it.,,hdf5_index_523,
subj01,The vase with the hole in it has pink flowers in it. ,,hdf5_index_524,
subj01,A white bowl filled with a caramel chocolate dessert.,,hdf5_index_525,
subj01,A man sitting on top of a chair using laptop computer.,,hdf5_index_526,
subj01,A group `of skiers standing at the bottom of the slope,,hdf5_index_527,
subj01,A cat standing near a cup that is sitting on the ground.,,hdf5_index_528,
subj01,A man stands in front of a small TV holding a Wii controller.,,hdf5_index_529,
subj01,A silver subway train passing through a train station.,,hdf5_index_530,
subj01,a fat cat laying on the floor while playing iwth a shoe lace ,,hdf5_index_531,
subj01,"A black train engine with smoke coming from the lower part of the engine, parked on train tracks.",,hdf5_index_532,
subj01,A fire truck parked next to a fire hydrant.,,hdf5_index_533,
subj01,A cat looks intently at a MacBook Pro being unboxed,,hdf5_index_534,
subj01,A man herding cows down a countryside road.,,hdf5_index_535,
subj01,A kid flying a kite high up into the sky.,,hdf5_index_536,
subj01,some kind of artwork with a fountain under neath it,,hdf5_index_537,
subj01,"A black train engine with smoke coming from the lower part of the engine, parked on train tracks.",,hdf5_index_538,
subj01,A person jumping up into the air with a skateboard.,,hdf5_index_539,
subj01,A skateboarder performing a stunt in an urban area.,,hdf5_index_540,
subj01,A display case in a bakery with different flavors.,,hdf5_index_541,
subj01,A cow is walking through the grass with another cow.,,hdf5_index_542,
subj01,a close up of a pizza on a tortilla,,hdf5_index_543,
subj01,A lady is taking a bagel out of the oven.,,hdf5_index_544,
subj01,A man sitting on the back end of a blue boat,,hdf5_index_545,
subj01,Many sheep grazing on a lush green flatland.,,hdf5_index_546,
subj01,A man taking a selfie in front of a mirror in a bathroom.,,hdf5_index_547,
subj01,A man standing in a kitchen while using a cane.,,hdf5_index_548,
subj01,"A type of bread with cheese, sauce, and seasonings on it.",,hdf5_index_549,
subj01,A man standing on top of a baseball field wearing a catchers mitt.,,hdf5_index_550,
subj01,A wooden table with cooking utensils sitting on it.,,hdf5_index_551,
subj01,A young boy hanging from four yellow poles.,,hdf5_index_552,
subj01,a number of animals near a shallow body of water with trees in the background ,,hdf5_index_553,
subj01,a group of skiers are in a line and racing,,hdf5_index_554,
subj01,A person is water skiing behind a boat.,,hdf5_index_555,
subj01,A blue vase siting on top of a table.,,hdf5_index_556,
subj01,A view of a kitchen shows large and small appliances and pans on the cabinets.,,hdf5_index_557,
subj01,A bowl of food and a piece of bread on a table.,,hdf5_index_558,
subj01,A dog retrieving a frisbee from the water. ,,hdf5_index_559,
subj01,A young boy hanging from four yellow poles.,,hdf5_index_560,
subj01,A baseball player holding a bat next to a base.,,hdf5_index_561,
subj01,A bar with a large chalkboard menu and lots of bottles of wine.,,hdf5_index_562,
subj01,A large jetliner sitting in front of a tall building.,,hdf5_index_563,
subj01,A man in yellow doing something to an elephants ear,,hdf5_index_564,
subj01,A large white jetliner sitting on top of an airport runway.,,hdf5_index_565,
subj01,a large hotdog is in a persons hand,,hdf5_index_566,
subj01,A cardinal sits on a wooden rail in his home environment ,,hdf5_index_567,
subj01,A kitchen with lots of counter top space.,,hdf5_index_568,
subj01,A bunch of yellow flowers next to a white fence,,hdf5_index_569,
subj01,A white toilet sitting underneath a window next to a sink.,,hdf5_index_570,
subj01,A woman sitting at a small wooden table with two yellow chairs.,,hdf5_index_571,
subj01,a long herd of elephants walking down part of a bridge,,hdf5_index_572,
